OBJECTID,FIRE_ID,FIRE_NAME,lat,lon,ignition_date,acres_burned,fire type,precip_7d_prior (mm),temp_max_7d_prior (°C),rh_min_7d_prior (%),soil_moisture_7d_prior_avg (m³/m³),temp_ign_1400 (°C),rh_ign_1400 (%),soil_moisture_ign_1400 (m³/m³),wind_speed_ign_1400 (km/h),wind_direction_ign_1400 (°),wind_gust_ign_1400 (km/h),precip_ign_day (mm),precip_30d_post (mm),temp_max_30d_post (°C),wind_speed_max_30d_post (km/h),wind_gust_max_30d_post (km/h),rh_min_30d_post (%),ndvi,land_cover,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos
4784634.0,CA3488511889720230707,DISTRICT,34.889,-118.901,2023-07-07,1073.0,Wildfire,0.0,37.4,8.0,0.087,28.4,17.0,0.087,17.4,338.0,43.2,0.0,0.0,39.4,20.9,50.0,8.0,0.29150000000000004,10.0,1113.0,25.0,219.0,-0.6293203910498376,-0.7771459614569708
4784907.0,NM3142610883820230709,KITCHEN,31.449,-108.842,2023-07-09,1460.0,Wildfire,2.6,37.2,7.0,0.1689285714285714,33.9,24.0,0.168,9.2,249.0,28.1,4.7,11.5,39.2,27.2,60.8,8.0,0.18555000000000002,10.0,1574.0,0.0,210.0,-0.5000000000000001,-0.8660254037844386
4784390.0,OR4539112045420230710,DEVILS BUTTE 0439 RV,45.376,-120.399,2023-07-10,2934.0,Wildfire,0.0,32.9,8.0,0.0189940476190476,23.4,36.0,0.051,20.5,292.0,40.3,3.3,2.2,34.3,30.3,58.3,10.0,0.1797,10.0,804.0,4.0,273.0,-0.9986295347545738,0.052335956242943946
4784474.0,WA4727811999320230710,BAIRD SPRINGS,47.25,-119.986,2023-07-10,2487.0,Wildfire,0.0,36.7,9.0,0.0263154761904761,25.9,43.0,0.077,2.2,279.0,14.8,4.9,3.5,36.9,27.9,55.8,8.0,0.18295,10.0,354.0,5.0,78.0,0.9781476007338056,0.20791169081775945
4784771.0,UT3906410924620230710,I70 MM 217,39.089,-109.197,2023-07-10,1804.0,Wildfire,0.0,37.5,3.0,0.0123273809523809,35.1,11.0,0.009,33.0,246.0,54.7,0.0,4.0,41.5,36.2,58.3,4.0,0.1963,10.0,1416.0,2.0,323.0,-0.6018150231520483,0.7986355100472928
4784856.0,AZ3377910921420230710,CAMPBELL,33.776,-109.221,2023-07-10,1415.0,Wildfire,1.1,29.2,8.0,0.1248511904761904,27.6,21.0,0.125,8.5,208.0,26.3,0.0,37.2,30.8,21.7,52.9,6.0,0.24415,10.0,2445.0,5.0,258.0,-0.9781476007338056,-0.2079116908177598
4784336.0,NM3354010838820230713,DIVIDE,33.559,-108.396,2023-07-13,26614.0,Wildfire,2.1,30.0,9.0,0.0735714285714285,27.9,25.0,0.087,1.8,191.0,19.8,0.8,46.9,32.5,26.9,63.4,3.0,0.4338,9.0,2523.0,17.0,36.0,0.5877852522924731,0.8090169943749475
4784459.0,WA4712411776520230713,WAGNER ROAD,47.12,-117.762,2023-07-13,1628.0,Wildfire,0.1,35.0,13.0,0.1334702380952381,28.6,20.0,0.143,17.9,240.0,36.7,0.0,16.6,35.7,35.5,61.2,12.0,0.4046,10.0,538.0,3.0,137.0,0.6819983600624986,-0.7313537016191705
4784873.0,NM3350110864020230713,DARK,33.514,-108.62,2023-07-13,4174.0,Wildfire,3.7,28.7,12.0,0.1549166666666666,27.4,27.0,0.176,2.2,9.0,19.8,0.7,65.7,31.8,21.3,59.0,6.0,0.5887,8.0,2511.0,14.0,256.0,-0.9702957262759965,-0.24192189559966779
4784876.0,AZ3250110984420230713,HOMESTEAD,32.511,-109.848,2023-07-13,1739.0,Wildfire,2.4,37.5,8.0,0.1196904761904762,30.6,34.0,0.179,16.9,11.0,46.1,2.1,10.9,38.7,31.2,72.0,6.0,0.18330000000000002,7.0,1537.0,6.0,230.0,-0.7660444431189779,-0.6427876096865395
4784355.0,NM3249910860520230714,JACKSON,32.499,-108.62,2023-07-14,1165.0,Wildfire,0.0,36.0,12.0,0.0305,36.1,18.0,0.037,20.2,272.0,36.7,0.6,4.6000000000000005,38.7,40.0,60.8,9.0,0.17755,10.0,1536.0,1.0,270.0,-1.0,-1.8369701987210297e-16
4784655.0,CA3389011707120230714,RABBIT,33.89,-117.026,2023-07-14,8625.0,Wildfire,0.0,37.2,6.0,0.084,37.6,12.0,0.084,10.8,285.0,26.6,0.0,28.5,40.2,24.6,46.1,5.0,0.16405,10.0,575.0,3.0,47.0,0.7313537016191705,0.6819983600624985
4784364.0,NM3371010845920230715,DAVIS,33.675,-108.47,2023-07-15,6160.0,Wildfire,7.7,29.7,15.0,0.0842321428571428,30.1,13.0,0.081,7.6,19.0,33.5,0.0,60.7,33.0,23.5,57.6,4.0,0.35455000000000003,9.0,2468.0,4.0,54.0,0.8090169943749475,0.5877852522924731
4784362.0,OR4251612403720230716,FLAT,42.448,-124.081,2023-07-16,34496.0,Wildfire,0.0,31.5,15.0,0.1502440476190476,27.1,23.0,0.146,15.5,342.0,47.2,0.0,0.0,36.5,17.0,51.5,14.0,0.5518000000000001,10.0,1114.0,12.0,57.0,0.838670567945424,0.5446390350150271
4784878.0,AZ3323510975820230717,RED POINT TANK,33.218,-109.773,2023-07-17,5165.0,Wildfire,0.2,38.5,9.0,0.2268214285714286,37.5,15.0,0.22,7.5,215.0,27.4,0.1,17.0,39.7,34.4,75.2,8.0,0.22745,10.0,1557.0,1.0,256.0,-0.9702957262759965,-0.24192189559966779
4784309.0,MT4735311366620230718,COLT,47.342,-113.653,2023-07-18,7468.0,Wildfire,1.2000000000000002,27.5,15.0,0.207797619047619,20.5,23.0,0.183,8.3,275.0,29.5,0.0,15.5,31.0,21.2,57.6,9.0,0.56605,8.0,1700.0,8.0,170.0,0.17364817766693028,-0.984807753012208
4784399.0,ID4650411497620230718,WEST FORK,46.502,-114.978,2023-07-18,1000.0,Wildfire,0.0,29.8,21.0,0.2098035714285714,22.5,28.0,0.188,8.3,252.0,32.0,0.0,16.7,32.5,17.9,54.7,14.0,0.82325,1.0,1445.0,20.0,251.0,-0.9455185755993168,-0.32556815445715664
4784326.0,ID4470311374220230719,HAYDEN,44.714,-113.695,2023-07-19,32292.0,Wildfire,2.1,24.9,13.0,0.2142916666666666,21.7,18.0,0.194,12.8,260.0,38.9,0.0,37.6,26.2,28.5,77.8,9.0,0.4892,10.0,2581.0,18.0,74.0,0.9612616959383189,0.27563735581699916
4784779.0,AZ3460011083220230719,GUZZLER,34.612,-110.804,2023-07-19,1579.0,Wildfire,3.8,36.3,4.0,0.1381607142857142,35.4,11.0,0.131,20.6,251.0,40.3,0.0,47.4,36.7,41.6,70.9,8.0,0.2462,10.0,1970.0,3.0,64.0,0.898794046299167,0.43837114678907746
4784879.0,AZ3203311011520230719,ADAMS PEAK,32.033,-110.124,2023-07-19,1967.0,Wildfire,2.7,37.2,10.0,0.1354880952380952,37.0,14.0,0.119,21.8,329.0,42.1,0.5,38.7,38.3,30.3,57.6,10.0,0.2174,10.0,1639.0,14.0,314.0,-0.7193398003386512,0.6946583704589973
4784880.0,AZ3203411008720230719,ROBLES,32.018,-110.091,2023-07-19,1715.0,Wildfire,2.7,37.2,10.0,0.1354880952380952,37.0,14.0,0.119,21.8,329.0,42.1,0.5,38.7,38.3,30.3,57.6,10.0,0.2139,10.0,1639.0,12.0,130.0,0.766044443118978,-0.6427876096865394
4784964.0,TX2725409854920230719,FLORIDA,27.257,-98.55,2023-07-19,1514.0,Wildfire,0.1,41.4,18.0,0.1484821428571428,39.8,23.0,0.14,21.9,157.0,45.4,0.0,7.6,42.0,31.1,57.2,18.0,0.30560000000000004,10.0,134.0,0.0,48.0,0.7431448254773942,0.6691306063588582
4784966.0,TX2737909857520230719,WAGGNER,27.384,-98.567,2023-07-19,1099.0,Wildfire,0.0,40.8,19.0,0.151547619047619,39.4,25.0,0.142,20.3,155.0,42.5,0.0,4.3,42.1,32.4,59.0,18.0,0.39490000000000003,10.0,144.0,0.0,209.0,-0.48480962024633695,-0.8746197071393959
4784976.0,TX3393109896120230719,BEAVER CREEK,33.928,-98.953,2023-07-19,1039.0,Wildfire,6.1000000000000005,41.3,20.0,0.2121130952380952,39.2,26.0,0.19,22.3,211.0,40.7,0.0,0.0,44.8,33.8,56.9,10.0,0.30825,10.0,320.0,0.0,219.0,-0.6293203910498376,-0.7771459614569708
4784427.0,AZ3242411063120230720,CHIMNEY,32.425,-110.624,2023-07-20,1941.0,Wildfire,21.6,38.1,18.0,0.2333988095238095,39.6,13.0,0.139,9.3,28.0,30.2,0.8,50.6,38.7,24.0,65.5,10.0,0.22115,10.0,1363.0,12.0,37.0,0.6018150231520483,0.7986355100472928
4784392.0,WA4583112045920230721,NEWELL ROAD,45.851,-120.337,2023-07-21,61833.0,Wildfire,0.0,34.2,9.0,0.1531190476190476,31.6,15.0,0.14,23.8,243.0,47.2,0.0,11.8,37.8,37.6,66.2,8.0,0.2151,10.0,671.0,0.0,206.0,-0.43837114678907746,-0.8987940462991669
4784406.0,MT4619011381320230721,BOWLES CREEK,46.19,-113.792,2023-07-21,7447.0,Wildfire,1.5,25.3,18.0,0.2746666666666666,24.9,22.0,0.25,15.0,287.0,42.1,0.0,74.4,28.3,26.5,74.2,18.0,0.50075,8.0,2107.0,8.0,98.0,0.9902680687415704,-0.13917310096006535
4784662.0,UT3996611396320230721,ROCKY,39.97,-113.963,2023-07-21,1309.0,Wildfire,0.2,37.7,4.0,0.0154107142857142,33.5,11.0,0.024,9.4,263.0,23.4,0.0,24.8,36.1,32.6,61.2,7.0,0.20600000000000002,10.0,1758.0,2.0,300.0,-0.8660254037844386,0.5000000000000001
4784373.0,NM3302810845420230722,TURKEY,33.041,-108.419,2023-07-22,5411.0,Wildfire,1.5,34.9,5.0,0.1344702380952381,30.9,20.0,0.145,11.4,198.0,33.8,1.5,29.6,34.3,22.2,62.3,10.0,0.4854,10.0,2073.0,4.0,305.0,-0.8191520442889918,0.573576436351046
4784378.0,OR4233512140520230722,GOLDEN,42.331,-121.384,2023-07-22,2227.0,Wildfire,0.0,34.2,9.0,0.1404345238095238,32.1,13.0,0.137,6.2,260.0,23.8,0.0,22.9,34.3,23.5,56.2,9.0,0.38370000000000004,10.0,1563.0,3.0,250.0,-0.9396926207859084,-0.34202014332566855
4784425.0,AZ3162311150920230722,ROUND HILL,31.623,-111.496,2023-07-22,2939.0,Wildfire,1.0,40.5,11.0,0.1540059523809523,39.1,13.0,0.131,8.4,70.0,29.5,2.2,41.6,39.5,43.5,72.4,12.0,0.22815000000000002,10.0,1049.0,1.0,83.0,0.992546151641322,0.12186934340514749
4784886.0,AZ3384911150820230722,DIAMOND,33.864,-111.506,2023-07-22,5106.0,Wildfire,0.2,38.2,10.0,0.1052083333333333,37.5,15.0,0.107,15.9,267.0,37.4,0.0,54.6,38.0,24.6,56.9,8.0,0.29785,10.0,1438.0,9.0,163.0,0.2923717047227366,-0.9563047559630355
4784888.0,AZ3372410938920230722,DART,33.722,-109.394,2023-07-22,1436.0,Wildfire,1.9,32.7,7.0,0.1641428571428571,29.8,20.0,0.145,3.6,315.0,19.4,3.4000000000000004,48.5,31.7,28.4,74.5,15.0,0.47095000000000004,8.0,2281.0,11.0,212.0,-0.5299192642332048,-0.8480480961564261
4784328.0,OR4397112254620230723,BEDROCK,43.987,-122.515,2023-07-23,31692.0,Wildfire,0.0,30.9,24.0,0.1520357142857142,28.1,39.0,0.146,12.0,286.0,37.1,0.0,2.0,39.5,15.7,45.4,15.0,0.55105,1.0,567.0,20.0,186.0,-0.1045284632676535,-0.9945218953682733
4784377.0,NM3369910755620230723,HUTCHINSON,33.707,-107.564,2023-07-23,2859.0,Wildfire,5.8,34.3,7.0,0.125047619047619,29.1,21.0,0.157,12.7,125.0,29.5,0.1,61.6,32.9,28.4,51.8,11.0,0.31245,10.0,2173.0,4.0,178.0,0.03489949670250114,-0.9993908270190958
4784424.0,AZ3162811161220230723,GALLINETA,31.642,-111.619,2023-07-23,1533.0,Wildfire,6.2,39.2,13.0,0.1810297619047619,30.2,40.0,0.148,21.3,236.0,41.0,0.9,45.4,38.3,42.9,91.4,13.0,0.216,10.0,1231.0,3.0,82.0,0.9902680687415704,0.13917310096006547
4784735.0,NM3356710859720230723,PASTURE,33.579,-108.577,2023-07-23,10994.0,Wildfire,4.7,33.0,5.0,0.1504583333333333,27.5,20.0,0.183,11.3,117.0,33.8,0.0,58.6,30.9,24.9,65.2,15.0,0.45415,8.0,2428.0,4.0,52.0,0.788010753606722,0.6156614753256583
4784881.0,AZ3294911065120230723,ESKIMINZIN,32.947,-110.646,2023-07-23,1038.0,Wildfire,0.0,40.7,8.0,0.2379999999999999,37.8,13.0,0.238,14.7,242.0,33.5,0.0,37.2,40.3,35.2,77.4,9.0,0.21015,7.0,1263.0,8.0,34.0,0.5591929034707469,0.8290375725550416
4784306.0,MT4714211396720230724,BIG KNIFE,47.143,-113.923,2023-07-24,7707.0,Wildfire,0.0,30.3,14.0,0.1980714285714285,29.8,19.0,0.175,19.5,242.0,60.8,0.0,46.4,31.2,23.3,75.6,9.0,0.68435,1.0,1638.0,20.0,243.0,-0.8910065241883678,-0.4539904997395469
4784558.0,AK6428014593920230724,POGO MINE ROAD,64.312,-145.893,2023-07-24,51225.0,Wildfire,17.8,28.2,35.0,0.3300952380952381,28.5,44.0,0.266,4.5,299.0,12.6,6.5,63.5,26.9,22.3,46.1,32.0,,,,,,,
4784874.0,AZ3256911095920230724,GOR - BOWL CREEK,32.57,-110.962,2023-07-24,1162.0,Wildfire,1.8,40.7,11.0,0.2338511904761904,32.1,29.0,0.238,22.8,175.0,40.7,0.3,23.6,39.8,29.6,57.6,10.0,0.2311,7.0,1053.0,1.0,149.0,0.5150380749100544,-0.8571673007021122
4784877.0,AZ3383711037420230724,SPOON,33.829,-110.345,2023-07-24,4726.0,Wildfire,3.6,39.8,8.0,0.2236488095238095,36.0,15.0,0.223,14.1,177.0,41.8,0.0,30.9,38.5,30.4,76.7,9.0,0.3255,9.0,1624.0,5.0,89.0,0.9998476951563913,0.0174524064372836
4784484.0,AK6671015696020230725,PICK,66.706,-156.946,2023-07-25,1883.0,Wildfire,10.1,27.7,49.0,0.3517023809523809,23.1,63.0,0.362,6.3,294.0,20.2,10.4,118.9,23.9,17.7,37.1,51.0,,,,,,,
4784504.0,AK6535314788020230725,WICKERSHAM,65.355,-147.894,2023-07-25,1843.0,Wildfire,21.1,25.8,34.0,0.246,23.2,55.0,0.179,9.1,263.0,23.8,0.6,82.7,24.3,24.6,51.1,30.0,,,,,,,
4784535.0,AK6408014640020230725,DELTA,64.092,-146.498,2023-07-25,57975.0,Wildfire,25.3,27.0,38.0,0.3519285714285714,23.5,59.0,0.332,14.3,309.0,32.8,7.6,51.1,26.1,23.3,48.2,35.0,,,,,,,
4784552.0,AK6450014637720230725,MCCOY CREEK,64.479,-146.375,2023-07-25,14065.0,Wildfire,16.8,27.9,34.0,0.2846369047619048,23.8,59.0,0.219,10.4,270.0,28.4,0.2,71.5,26.4,19.5,45.4,31.0,,,,,,,
4784555.0,AK6436714575620230725,6 MILE POGO,64.379,-145.731,2023-07-25,5404.0,Wildfire,22.9,26.0,41.0,0.348875,21.6,65.0,0.306,12.1,293.0,28.8,4.8,103.6,23.6,22.6,51.5,38.0,,,,,,,
4784713.0,MT4537910524020230725,HAY DRAW,45.37,-105.214,2023-07-25,3456.0,Wildfire,0.0,37.5,10.0,0.0266964285714285,35.0,18.0,0.026,26.3,327.0,46.4,0.0,77.1,36.2,36.7,55.1,12.0,0.249,10.0,1036.0,2.0,63.0,0.8910065241883678,0.4539904997395468
4784262.0,CO3872010707620230726,LOWLINE,38.718,-107.067,2023-07-26,1855.0,Wildfire,1.5,27.4,12.0,0.1720238095238095,25.6,20.0,0.161,11.9,275.0,36.7,1.0,75.0,25.3,20.0,55.4,12.0,0.665,8.0,2828.0,7.0,71.0,0.9455185755993167,0.32556815445715676
4784330.0,NM3329410838820230726,PRIOR,33.306,-108.375,2023-07-26,12738.0,Wildfire,5.2,33.4,11.0,0.1203809523809523,33.7,13.0,0.116,7.1,165.0,27.0,0.1,45.8,33.7,26.8,63.7,9.0,0.5696,8.0,2208.0,4.0,31.0,0.5150380749100542,0.8571673007021123
4784529.0,AK6441314937020230726,TEKLANIKA RIVER,64.386,-149.366,2023-07-26,8958.0,Wildfire,29.8,31.6,20.0,0.1531488095238095,27.6,44.0,0.194,3.4,198.0,15.1,1.7,55.2,28.6,24.1,54.7,18.0,,,,,,,
4784454.0,AZ3311410956620230727,MIDNIGHT TANK,33.12,-109.551,2023-07-27,1387.0,Wildfire,0.1,39.3,7.0,0.2408154761904762,38.4,10.0,0.238,14.9,250.0,36.0,0.0,16.1,38.3,34.9,73.8,8.0,0.24125000000000002,10.0,1520.0,3.0,216.0,-0.587785252292473,-0.8090169943749476
4784513.0,AK6561914611920230727,PREACHER,65.632,-146.092,2023-07-27,1971.0,Wildfire,11.4,27.9,29.0,0.2653690476190476,20.2,72.0,0.274,13.6,191.0,34.6,4.2,55.6,26.4,27.3,59.4,34.0,,,,,,,
4784526.0,AK6399815010720230727,CLEAR CREEK,64.121,-150.203,2023-07-27,54404.0,Wildfire,14.7,30.1,25.0,0.1693988095238095,25.4,42.0,0.142,9.4,274.0,28.1,2.1,61.9,27.9,22.9,54.0,25.0,,,,,,,
4784654.0,CA3347511672520230727,BONNY,33.465,-116.688,2023-07-27,2280.0,Wildfire,0.2,34.9,10.0,0.1273630952380952,34.1,16.0,0.127,12.8,281.0,38.2,0.0,60.6,34.1,37.0,95.8,5.0,0.35900000000000004,6.0,1513.0,4.0,278.0,-0.9902680687415704,0.13917310096006547
4784834.0,AZ3607711173220230727,GOLD HILL,36.098,-111.734,2023-07-27,6129.0,Wildfire,,,,,,,,,,,,,,,,,0.18575,10.0,1702.0,1.0,90.0,1.0,6.123233995736766e-17
4784409.0,CA3528611528620230728,YORK,35.305,-115.206,2023-07-28,94736.0,Wildfire,0.2,39.4,7.0,0.0090595238095238,37.3,11.0,0.012,14.7,216.0,35.6,0.0,105.5,37.3,50.8,93.2,3.0,0.1277,7.0,1437.0,2.0,133.0,0.7313537016191706,-0.6819983600624984
4784507.0,AK6516214774620230728,LOST HORSE CREEK,65.176,-147.715,2023-07-28,9173.0,Wildfire,1.2,28.4,33.0,0.1887678571428571,24.3,49.0,0.139,6.8,148.0,23.0,0.0,79.3,26.2,23.3,46.8,30.0,,,,,,,
4784517.0,AK6404614959820230728,BEAR CREEK,64.054,-149.59,2023-07-28,1459.0,Wildfire,20.4,27.0,33.0,0.2362321428571428,22.9,44.0,0.278,16.6,158.0,36.4,0.1,58.1,24.4,24.5,58.0,28.0,,,,,,,
4784518.0,AK6415114950920230728,BIRCH CREEK,64.175,-149.521,2023-07-28,6659.0,Wildfire,23.9,28.8,29.0,0.2164761904761905,24.1,42.0,0.269,14.7,152.0,33.8,0.0,53.0,25.9,25.5,60.5,24.0,,,,,,,
4784520.0,AK6404814967220230728,ROCK CREEK,64.138,-149.813,2023-07-28,33852.0,Wildfire,25.1,29.2,26.0,0.2021190476190476,24.8,39.0,0.249,12.7,151.0,31.3,0.0,55.2,26.5,23.2,55.8,25.0,,,,,,,
4784575.0,AK6373914512020230728,MOUNT HAYES,63.744,-145.076,2023-07-28,7046.0,Wildfire,6.4,25.0,39.0,0.1739821428571428,23.3,57.0,0.186,5.9,76.0,27.7,2.5,75.9,24.5,17.1,43.9,27.0,,,,,,,
4784822.0,CO3752110730020230728,BEAR CREEK,37.529,-107.302,2023-07-28,1143.0,Wildfire,3.2,24.5,16.0,0.2152619047619047,22.8,25.0,0.223,8.3,236.0,26.3,0.1,59.5,22.8,19.5,63.4,12.0,0.6879500000000001,8.0,3072.0,19.0,100.0,0.984807753012208,-0.1736481776669303
4784160.0,WA4872212113620230729,SOURDOUGH,48.742,-121.158,2023-07-29,7517.0,Wildfire,14.8,24.8,37.0,0.2635476190476191,21.4,52.0,0.261,10.4,256.0,40.7,0.0,10.3,34.2,12.9,54.4,16.0,0.46740000000000004,1.0,880.0,25.0,213.0,-0.5446390350150271,-0.838670567945424
4784316.0,WA4828412104620230729,DOME PEAK,48.29,-121.001,2023-07-29,1873.0,Wildfire,14.1,17.2,30.0,0.2589166666666666,14.3,55.0,0.303,12.7,277.0,40.0,0.0,15.2,26.1,15.8,51.1,19.0,0.1905,10.0,2084.0,18.0,164.0,0.2756373558169992,-0.9612616959383189
4784534.0,AK6394514603420230729,PONDS,63.996,-146.05,2023-07-29,17131.0,Wildfire,16.8,26.7,36.0,0.3243392857142857,21.8,56.0,0.288,11.0,322.0,28.4,0.0,72.8,25.5,36.3,75.6,34.0,,,,,,,
4784739.0,WA4888111947720230729,EAGLE BLUFF,48.939,-119.552,2023-07-29,16499.0,Wildfire,0.3,31.6,12.0,0.1461071428571428,28.4,18.0,0.135,19.5,152.0,60.8,0.0,29.1,35.8,18.5,56.2,10.0,0.4832,8.0,981.0,6.0,31.0,0.5150380749100542,0.8571673007021123
4784875.0,AZ3237611026220230729,WILDCAT,32.396,-110.29,2023-07-29,2537.0,Wildfire,0.1,39.6,9.0,0.243220238095238,34.4,20.0,0.254,15.5,318.0,30.2,1.5,23.6,38.5,39.6,68.4,9.0,0.18705000000000002,10.0,1416.0,14.0,105.0,0.9659258262890683,-0.25881904510252085
4784254.0,MT4836711395520230730,RIDGE,48.366,-113.938,2023-07-30,3726.0,Wildfire,1.0,32.4,16.0,0.1918392857142857,29.6,22.0,0.193,11.6,234.0,35.6,0.0,40.3,32.9,27.7,81.0,17.0,0.685,1.0,1284.0,15.0,27.0,0.45399049973954675,0.8910065241883679
4784258.0,MT4828411400920230730,DORIS POINT,48.291,-113.993,2023-07-30,1667.0,Wildfire,1.0,31.0,17.0,0.1993273809523809,28.4,22.0,0.201,13.7,240.0,42.8,0.0,51.0,31.7,27.1,83.9,17.0,0.82635,1.0,1503.0,14.0,31.0,0.5150380749100542,0.8571673007021123
4784283.0,MT4752211441520230730,MIDDLE RIDGE,47.559,-114.393,2023-07-30,14459.0,Wildfire,0.9,35.8,12.0,0.1311607142857143,32.0,20.0,0.132,7.7,217.0,28.1,0.0,46.9,37.0,28.7,63.0,11.0,0.3049,10.0,1013.0,13.0,165.0,0.258819045102521,-0.9659258262890682
4784291.0,MT4782811459320230730,NIARADA,47.806,-114.507,2023-07-30,20686.0,Wildfire,0.5,34.3,12.0,0.1154940476190476,30.8,19.0,0.111,13.7,210.0,36.7,0.0,41.3,35.8,28.2,61.9,12.0,0.4068,8.0,1211.0,27.0,342.0,-0.3090169943749476,0.9510565162951535
4784292.0,MT4734811432220230730,COMMUNICATION BUTTE,47.358,-114.309,2023-07-30,1054.0,Wildfire,0.0,37.9,12.0,0.129047619047619,33.6,21.0,0.129,5.3,62.0,27.4,0.0,85.7,38.0,20.9,48.2,13.0,0.44075000000000003,10.0,776.0,4.0,25.0,0.42261826174069944,0.9063077870366499
4784294.0,MT4790411360420230730,BRUCE,47.921,-113.574,2023-07-30,3741.0,Wildfire,0.2,30.0,15.0,0.1677678571428571,26.8,18.0,0.165,17.7,218.0,49.7,0.0,41.3,29.6,30.9,89.3,12.0,0.52775,8.0,1718.0,27.0,70.0,0.9396926207859083,0.3420201433256688
4784298.0,MT4798011369820230730,SULLIVAN,47.988,-113.699,2023-07-30,4395.0,Wildfire,0.0,32.6,16.0,0.1361666666666666,30.3,18.0,0.132,14.3,221.0,45.0,0.0,36.7,32.4,26.9,87.5,13.0,0.7111500000000001,8.0,1353.0,20.0,341.0,-0.3255681544571567,0.9455185755993168
4784394.0,MT4853011485520230730,EAST FORK,48.538,-114.798,2023-07-30,5565.0,Wildfire,2.5,29.9,15.0,0.1648452380952381,24.7,32.0,0.2,15.5,234.0,41.0,1.5,37.3,31.0,31.6,76.7,10.0,0.7764500000000001,1.0,1577.0,3.0,12.0,0.20791169081775934,0.9781476007338057
4784500.0,AK6676414246220230730,KEVINJIK,66.775,-142.465,2023-07-30,3469.0,Wildfire,15.6,27.6,30.0,0.1941369047619047,21.2,60.0,0.185,2.6,196.0,16.9,1.7000000000000002,52.5,27.8,23.0,54.0,22.0,,,,,,,
4784889.0,AZ3309410976920230730,TREADWAY,33.092,-109.746,2023-07-30,8099.0,Wildfire,0.4,37.7,8.0,0.1540952380952381,34.3,15.0,0.155,20.3,120.0,44.3,0.0,32.0,37.0,35.1,73.8,8.0,0.22405,10.0,1641.0,9.0,73.0,0.9563047559630354,0.29237170472273677
4784380.0,NM3354210783420230731,DOLAN,33.536,-107.826,2023-07-31,3218.0,Wildfire,5.7,31.8,11.0,0.0758988095238095,23.4,34.0,0.08,20.5,190.0,42.5,1.2,56.2,32.7,35.3,65.5,8.0,0.41365,10.0,2425.0,1.0,225.0,-0.7071067811865475,-0.7071067811865477
4784778.0,CO3865510833320230731,LITTLE MESA,38.632,-108.328,2023-07-31,4048.0,Wildfire,0.2,35.2,6.0,0.1117142857142857,30.4,24.0,0.114,16.6,210.0,37.8,0.3,26.8,33.1,32.9,66.2,5.0,0.38870000000000005,10.0,2051.0,10.0,59.0,0.8571673007021123,0.5150380749100542
4784838.0,CO3727110738820230801,DRY LAKE,37.271,-107.387,2023-08-01,1370.0,Wildfire,0.4,30.0,14.0,0.1755238095238095,25.4,30.0,0.172,16.0,211.0,43.6,0.1,28.6,27.5,25.2,67.3,7.0,0.7634500000000001,8.0,2535.0,7.0,206.0,-0.43837114678907746,-0.8987940462991669
4784516.0,AK6444814925620230802,SHORES LANDING,64.468,-149.27,2023-08-02,3809.0,Wildfire,5.800000000000001,29.3,29.0,0.2037142857142856,25.6,30.0,0.165,6.2,263.0,20.5,0.0,89.0,28.5,24.9,55.4,18.0,,,,,,,
4784381.0,NM3339610844820230803,PORCUPINE,33.401,-108.463,2023-08-03,3744.0,Wildfire,11.3,31.5,14.0,0.1252023809523809,26.7,27.0,0.149,5.1,135.0,20.9,0.0,62.0,31.7,29.8,68.4,13.0,0.43405000000000005,9.0,2386.0,4.0,211.0,-0.5150380749100542,-0.8571673007021123
4784498.0,AK6636914261120230803,DRAANJIK,66.375,-142.588,2023-08-03,1941.0,Wildfire,4.6,31.7,26.0,0.2374761904761904,23.3,45.0,0.236,12.8,254.0,32.0,0.1,64.6,30.8,22.0,46.4,22.0,,,,,,,
4784585.0,AK6411514113120230803,WOOD,64.126,-141.142,2023-08-03,1473.0,Wildfire,35.1,24.2,47.0,0.3735595238095238,20.2,47.0,0.35,11.4,305.0,27.0,0.0,64.9,24.6,23.7,52.6,35.0,,,,,,,
4784956.0,TX2731209798120230803,LAGUNA LARGA,27.316,-97.997,2023-08-03,3850.0,Wildfire,3.3,39.1,23.0,0.1551904761904761,39.2,33.0,0.147,15.3,156.0,34.9,0.4,56.4,42.6,41.6,72.4,20.0,0.2746,10.0,30.0,0.0,90.0,1.0,6.123233995736766e-17
4784514.0,AK6531514115520230804,WATERFALL,65.315,-141.155,2023-08-04,1269.0,Wildfire,30.8,22.6,40.0,0.273297619047619,20.6,43.0,0.229,5.9,256.0,20.9,0.0,77.9,25.8,28.2,58.7,27.0,,,,,,,
4784818.0,UT3815511247920230804,THOMPSON RIDGE,38.164,-112.421,2023-08-04,6815.0,Wildfire,23.9,25.0,16.0,0.2072321428571428,20.1,27.0,0.29,8.5,208.0,33.8,0.0,78.5,23.9,28.8,80.6,9.0,0.41895000000000004,10.0,2841.0,15.0,115.0,0.90630778703665,-0.42261826174069933
4784839.0,AZ3657011207620230804,KANE,36.584,-112.048,2023-08-04,2885.0,Wildfire,11.4,32.2,15.0,0.0908869047619047,28.3,19.0,0.111,18.0,88.0,35.3,0.0,61.1,31.8,31.8,59.4,5.0,0.26455,10.0,2013.0,27.0,95.0,0.9961946980917455,-0.08715574274765824
